case_id,animal,cut,thickness,doneness,equipment,language,status,issue_code,issue_message,response_excerpt
case-002236,Fish,rodaballo,2,medium,kamado,en,OK,,,controlled direct heat. Use kamado. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. First sear pass: S
case-002237,Pescado,rodaballo,2,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 1 min por lado + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar sartén y horno: Usa sartén caliente y deja espacio e
case-002238,Fish,rodaballo,2,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min) 2. First sear p
case-002239,Pescado,rodaballo,2,medium,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 1 min por lado + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-002240,Fish,rodaballo,2,medium,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over 
case-002241,Pescado,rodaballo,2,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (10 min) 
case-002242,Fish,rodaballo,2,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pass: Sear over dire
case-002243,Pescado,rodaballo,2,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zona más suave. (10 
case-002244,Fish,rodaballo,2,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 min) 2. First sear 
case-002245,Pescado,rodaballo,2,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-002246,Fish,rodaballo,2,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. First sear pass: S
case-002247,Pescado,rodaballo,2,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén caliente y deja espacio e
case-002248,Fish,rodaballo,2,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min) 2. First sear p
case-002249,Pescado,rodaballo,2,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-002250,Fish,rodaballo,2,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over 
case-002251,Pescado,rodaballo,5,juicy,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002252,Fish,rodaballo,5,juicy,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-002253,Pescado,rodaballo,5,juicy,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002254,Fish,rodaballo,5,juicy,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002255,Pescado,rodaballo,5,juicy,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002256,Fish,rodaballo,5,juicy,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-002257,Pescado,rodaballo,5,juicy,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-002258,Fish,rodaballo,5,juicy,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-002259,Pescado,rodaballo,5,juicy,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002260,Fish,rodaballo,5,juicy,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002261,Pescado,rodaballo,5,medium,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002262,Fish,rodaballo,5,medium,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-002263,Pescado,rodaballo,5,medium,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002264,Fish,rodaballo,5,medium,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002265,Pescado,rodaballo,5,medium,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002266,Fish,rodaballo,5,medium,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-002267,Pescado,rodaballo,5,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar sartén y horno: Usa sartén calient
case-002268,Fish,rodaballo,5,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-002269,Pescado,rodaballo,5,medium,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002270,Fish,rodaballo,5,medium,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002271,Pescado,rodaballo,5,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002272,Fish,rodaballo,5,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-002273,Pescado,rodaballo,5,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002274,Fish,rodaballo,5,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002275,Pescado,rodaballo,5,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002276,Fish,rodaballo,5,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-002277,Pescado,rodaballo,5,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén calient
case-002278,Fish,rodaballo,5,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-002279,Pescado,rodaballo,5,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002280,Fish,rodaballo,5,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002281,Pescado,rodaballo,8,juicy,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002282,Fish,rodaballo,8,juicy,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-002283,Pescado,rodaballo,8,juicy,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002284,Fish,rodaballo,8,juicy,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002285,Pescado,rodaballo,8,juicy,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002286,Fish,rodaballo,8,juicy,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-002287,Pescado,rodaballo,8,juicy,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-002288,Fish,rodaballo,8,juicy,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-002289,Pescado,rodaballo,8,juicy,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002290,Fish,rodaballo,8,juicy,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002291,Pescado,rodaballo,8,medium,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002292,Fish,rodaballo,8,medium,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-002293,Pescado,rodaballo,8,medium,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002294,Fish,rodaballo,8,medium,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002295,Pescado,rodaballo,8,medium,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002296,Fish,rodaballo,8,medium,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-002297,Pescado,rodaballo,8,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar sartén y horno: Usa sartén calient
case-002298,Fish,rodaballo,8,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-002299,Pescado,rodaballo,8,medium,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002300,Fish,rodaballo,8,medium,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002301,Pescado,rodaballo,8,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002302,Fish,rodaballo,8,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Warm core indi
case-002303,Pescado,rodaballo,8,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002304,Fish,rodaballo,8,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002305,Pescado,rodaballo,8,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002306,Fish,rodaballo,8,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. W
case-002307,Pescado,rodaballo,8,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén calient
case-002308,Fish,rodaballo,8,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-002309,Pescado,rodaballo,8,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002310,Fish,rodaballo,8,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Warm c
case-002311,Pescado,salmon,2,juicy,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 1 min por lado + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (10 min) 
case-002312,Fish,salmon,2,juicy,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 1 min per side + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over direct h
case-002313,Pescado,salmon,2,juicy,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 1 min por lado + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zona más suave. (10 
case-002314,Fish,salmon,2,juicy,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 1 min per side + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 min) 2. Sear side 1
case-002315,Pescado,salmon,2,juicy,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 1 min por lado + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-002316,Fish,salmon,2,juicy,kamado,en,OK,,,controlled direct heat. Use kamado. 1 min per side + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. Sear side 1: Sear 
case-002317,Pescado,salmon,2,juicy,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 1 min por lado + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Calentar sartén medio-alto: Usa sartén caliente y deja espacio e
case-002318,Fish,salmon,2,juicy,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 1 min per side + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 min) 2. Sear side
case-002319,Pescado,salmon,2,juicy,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 1 min por lado + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-002320,Fish,salmon,2,juicy,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 1 min per side + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over 
case-002321,Pescado,salmon,2,medium,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 1 min por lado + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (10 min) 
case-002322,Fish,salmon,2,medium,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pass: Sear over dire
case-002323,Pescado,salmon,2,medium,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 1 min por lado + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zona más suave. (10 
case-002324,Fish,salmon,2,medium,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 min) 2. First sear 
case-002325,Pescado,salmon,2,medium,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 1 min por lado + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-002326,Fish,salmon,2,medium,kamado,en,OK,,,controlled direct heat. Use kamado. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. First sear pass: S
case-002327,Pescado,salmon,2,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 1 min por lado + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar sartén y horno: Usa sartén caliente y deja espacio e
case-002328,Fish,salmon,2,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min) 2. First sear p
case-002329,Pescado,salmon,2,medium,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 1 min por lado + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-002330,Fish,salmon,2,medium,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 1 min per side + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over 
case-002331,Pescado,salmon,2,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (10 min) 
case-002332,Fish,salmon,2,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pass: Sear over dire
